id,summary
0,[/INST]( and and and and or [( and [( and [( and and and and and and and and [( and and [(((( [( and or or or or and or or or or or or or or or or or or or(2(2( or:(((((((((((((â((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((0(0(0((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((â(((â(â(â((((((((((((((((((((0(0(0(((((((((((((((000000[[[[[[[[[[[[[[00000((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((
1,"[/INST]

| Braden Scale | A tool used to assess the risk of developing a pressure ulcer. It is a 6-point scale, with 1 being the lowest risk and 6 being the highest. The scale assesses the patient's risk of developing a pressure ulcer based on factors such as moisture, activity, mobility, friction and shear, nutrition, and sensory perception. | 
| Pressure Ulcer Observation Form | A tool used to assess the presence and severity of pressure ulcers. It is a 6-point scale, with 1 being no pressure ulcer and 6 being a full-thickness pressure ulcer. The form assesses the pressure ulcer based on the area of the ulcer, the depth of the ulcer, the presence of tissue damage, and the presence of necrotic tissue. | 
| Pressure Measurement Ruler | A tool used to measure the pressure in a pressure ulcer. It is a ruler with a pressure-sensitive adhesive on one side. The ruler is placed on the skin over the pressure ulcer, and the pressure in the ulcer is measured in Newtons. | 


Secondary Outcome Measures

| Outcome Measure | Measure Description | Time Frame |
| Number of patients with pressure ulcers | The formation of pressure sores in patients will be prevented with a bed with cube/block system massage feature. The massage feature of the bed will be used for this. In addition, the pressure in the relevant area will be reduced by removing the cubes inside the bed. | Patients were followed up for four weeks. | 
| Number of patients with pressure ulcers at the beginning of the study | The formation of pressure sores in patients will be prevented with a bed with cube/block system massage feature. The massage feature of the bed will be used for this. In addition, the pressure in the relevant area will be reduced by removing the cubes inside the bed. | Patients were followed up for four weeks. | 
| Number of patients with pressure ulcers at the end of the study | The formation of pressure sores in patients will be prevented with a bed with cube/block system massage feature. The massage feature of the bed will be used for this. In addition, the pressure in the relevant"
2,"[/INST] The Effect of Exercise on Metabolic Parameters, Anthropometric Measurement Values and Quality of Life in Children Aged 10-12 With Type 1 Diabetes"
3,[/INST] The Effect of Virtual Reality on Preoperative Anxiety Before Abdominal Surgery
4,"[/INST]


Study Population
-----------------
Participants

| Characteristic | Population |
| --- | --- |
| Gender: | Male and female patients, ≥ 18 years old |
| Surgery: elective open abdominal surgery for benign or malignant colorectal disease through midline incision. |
| Anticipated incision length ≥ 12 cm |
| Body Mass Index (BMI): 18 - 40 kg/m2 inclusive |
| Full comprehension: ability to comprehend the full nature and purpose of the investigation, including possible risks and side effects; ability to co-operate with the Investigator and to comply with the requirements of the entire investigation. |
| Exclusion Criteria: |
| Abdominal Surgery: previous abdominal surgery involving the midline |
| Physical findings: clinically significant abnormal physical findings which could interfere with the objectives of the investigation according to the Investigator's opinion; existing midline hernia, cutaneous infection, fistula, psoriasis of abdominal skin; morbidly obese patients |
| Pre-operative findings: any pre-operative findings identified by the surgeon/Investigator that may preclude the conduct of the investigation procedures |
| Allergy: history of anaphylaxis to drugs or allergic reactions in general, which the Investigator considers could affect the outcome of the investigation Diseases: known or identified at surgery disseminated cancer disease; collagen diseases and immune deficiency disorders, according to the Investigator's opinion. |
| Life expectancy: life expectancy less than 1 year |
| Medications: any medication that could interfere with the investigation procedures or investigation outcome, according to the Investigator's opinion. Hormonal contraceptives for women are allowed | Pregnancy and lactation: positive pregnancy test at screening (if applicable); pregnant or breastfeeding women |


Study Procedures
-----------------
How is the study conducted?
-----------------

Study Design

| Study Design |
| ----------------- |
| Phase: |
|"
5,"[/INST]

Study Overview
-----------------
Official Title
-----------------
Immune Biomarker Study for Salivary Gland Carcinoma

Conditions
-----------------
Salivary Gland Tumor, Benign Salivary Gland Tumor

Intervention / Treatment
-----------------
* Other: Sampling

Participation Criteria
=================
Eligibility Criteria
-----------------
Inclusion Criteria:
Initial diagnosis of a primary salivary gland carcinoma in the head and neck region
Specimen collection from the center of the tumor when the primary tumor is sufficiently large without that the pathological assessment is impaired
Control group 1
Initial diagnosis of a benign salivary gland tumor in the head and neck region
Specimen collection from the center of the tumor when the primary tumor is sufficiently large without that the pathological assessment is impaired
Control group 2
Functional diseases of the nose or ear (patients with the indication for functional ear surgery and rhinoplasty)
Specimen collection with sufficiently large resectate during a functional nose surgery for all groups:
Willlingness of patients to collect blood, saliva and stool and consent to the preservation of all samples for study purposes.
Age ≥ 18 years sufficient cognitive ability of the patients to understand the purpose of the study and to understand the purpose of the study and agree to it
Exclusion Criteria:
Distant metastasis at the time of diagnosis and simultaneous second cancers, i.e. at study inclusion
Malignancy in the last 5 years regardless of location (except basal cell carcinoma or cis of the uterine cervix)
Carcinomas for which specimen collection is not possible or likely without compromising the compromise the pathological evaluation
Patients who are unable or unwilling to comply with protocol and to be treated
Patients who are not suitable for participation in the study due to a language barrier

Ages Eligible for Study
-----------------
Minimum Age: 18 Years

Sexes Eligible for Study
-----------------
All

Accepts Healthy Volunteers
-----------------
No

Study Plan
================="
6,"[/INST] The aim of this study is to determine compliance with the Mediterranean diet, the tendency to use various nutritional supplements, physical activity habits, walking-related problems and quality of life in multiple sclerosis patients and to evaluate whether there is a significant relationship between these parameters."
7,"[/INST]

Clinical Trial: [CLINICAL TRIAL]

Disease: [SYN Disease]

Intervention: [MEDICAL TERM]

Outcome: [MEASURE]

Timeframe: [TIME PERIOD]

Study Design: [STUDY DESIGN]

Status: [STATUS]"
8,[/INST]
9,"[/INST] and of and of and of and of the of the of the of the the the and and and and and and and and and and and and and and and and and a of a of [ of a. and and and and and and and and and and and inter and inter and inter and inter and inter and the inter of the [ inter [ A for the [ B ( B for for B A B A [ B of of of of of of of of ( B ( B ( B ( B of of ( B ( B ( B ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( B B of B of of of of of of B [ B of of of of of of B B B B B B B B B [ B [ B [ B B to B inter B for B B B B B B B B B B B B B B B B B, B, B, the and the [ and [ [ [ [ [ of of of of to to to to to to to to to to to to to to [ B [ and [ and [ [ [ [ [ [ inter [ B [ B [ and for [ and [ and [ and [ and [ and [ and [ and [ and [ and [ and of of of of [ for [ and [ and [ to [ and for the for for the for the [ the [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ C B C B ( B for for for [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ C [ C [ [ [ [ [ [ [ [ [ [ [ [ B [ B B B of B of B B B B B B B B B and B B B B B [ B [ B B B B B B B B for for for for for for for B for B for [ B [ for for for for for for for for for for for for for for for for for for for [ and [ and [ [ [ [ [ [ [ [ [ [ [ for for for for for for for [ [ [ [ B [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ [ of [ of [ of of [ A [ A [ A [ A [ A [ B B B B B B [ B B B B B B B B [ B B B B B B B [ E [ E [ E ["
